,text,score,PredScore
138,"No apple flavor what so ever, has a horrible medicine taste and smells like medicine.  Who in the hell is giving this product five and four star reviews?!?!?!  This is absolutely disgusting.",1.0,1.0
139,"This time, forget ordering through Amazon.  You can get the same product, 24 K-Cups for $12.75 at Big Cat or for $14.80 at Keurig.  These prices are a rip off.",1.0,1.0
140,Was unhappy with the flavor. I ordered under the assumption that the coffee would be the same quality that I have so enjoyed in restaurants. I will not be re ordering this particular product. If any one has ordered any Douwe Egbert product that meets the quality that is in restaurants PLEASE let me know!!! There must be something that is out there. Thanks!,1.0,2.0
141,"If you enjoy a side of dead, salted beetle with your sunflower nuts, this is the product for you.  I opened a bag this morning, and after eating a few handfuls, noticed that an insect leg had been uncovered.  This was shortly followed by the remaining 2.5"" of beetle.  Needless to say, I'd avoid ordering this product at all costs, and if you have, throw away whatever you haven't eaten.<br /><br />If I could post a picture with the review, I would.",1.0,1.0
142,"I didn't buy this because I noticed the headline says 1/2 ounce, but I just wanted people to know who regularly use the product that the picture is of the bigger, 1 ounce version---just trying to help out anyone.<br />p.s.--My cats love these flakes so I will continue to buy them, but you can get double the size of this offer for $7.99 at Petco.",1.0,3.0
143,This stuff tastes so nasty I wanted to gag. The aftertaste is hard to get rid of. I am not a diet soda drinker but this reminded me of the aftertaste from diet drinks. I tried mouthwash and brushed my teeth but it still lingered and made my tongue feel raw and my teeth gritty like it was taking  the enamel off.,1.0,1.0
144,"Personally, I think the good reviews are from someone vested in this company. I have several complaints:<br /><br />1.  It is FROM CONCENTRATE - not in natural form... and it tastes like it.<br />2.  It is in plastic bottles and it TAKES LIKE THE PLASTIC.<br />3.  More of a saltier taste than all other brands I have tasted... and I drink coconut water every day.<br />4.  The only one worse than this one is the Zico brand - also from concentrate.<br /><br />Don't buy it.",1.0,1.0
145,"Way to much salt. 970 mg in a cup. Won't buy again. If Amazon would post the  nutrition ingredients, I and other customers would not buy item's we can't use. Clearly a waste of money.",1.0,1.0
146,"I have been buying Pistachios all my life and was pleased to order from a Calif. Farm.<br />We are totally disappointed in the product.  Beautiful bag but the nuts are terrible.  Many not opened, lots of shiveled meat to the extent that no one ate them.  The meat we did get is probably last  years crop because it was such poor quality.  Really got burned on this one and Amazon should do a check up on these people because we trust you and normally all is O.K.",1.0,1.0
147,"I bought these moth traps, because the moths were eating through suits, shirts, and even my cotton shower curtain. I had them out for at least two weeks and they didn't catch one moth. If I could give these traps a""0"" I would because that is how many moths they caught. I started using Pro-Pest Pheronet ""Pheromone Trap"" and they caught moths right away and many of them, by day's end.",1.0,1.0
148,I really thought that I could make a sugar-free chocolate milk or have something to have in my cocoa since I'm trying to reduce my sugar intake. This product is horrible. It doesn't dissolve into solution (hot or cold) and tastes chalky and not at all sweet. Just breakdown and use the extra calories with the agave nectar. It has calories but is much better than wasting your money on this low-cal alternative.,1.0,2.0
149,This is my second shipment.  Both had many (around 10) dented cans.  Now the second shipment is short 2 cans (only 28 sent).  This is unacceptable.  Stay away from buying it from here.  This is the worst way to do business.  Buyer beware.Not worth the money you are saving.,1.0,1.0
150,"If you buy this your nuts. You can get Pepsi, Coke, etc. on sale for less then a $1.00 per 2 liter. This is more than twice as much plus the cost of the machine and carbonate.<br />A TOTAL WASTE of money....",1.0,1.0
151,These K-cups are good when they don't explode - but a lot of them have exploded during brewing and made a mess all over my kitchen.,1.0,3.0
152,"Fake watermelon at it's worst.  Blech.<br /><br />I like the berry sharkies quite a bit, but not these.<br /><br />That said, if you like faux watermelon flavored things, you'll probably enjoy these.",1.0,3.0
153,"This arrived as a single bag--ridiculous since it will never stay fresh and more importantly erroneous/misleading as the item description said ""bags"". Secondly it is repackaged so it's just a clear bag with licorice, not original Kookaburra packaging.  VERY disappointed! A waste of money.",1.0,1.0
154,"If this was pure, 100% Acai it would have to be refrigerated or frozen. If it is not it means the vial fats which contain most of the good nutrients of Acai, like the Omegas have been taken out. Because of the healthy fat PURE Acai goes rancid rapidly if not refrigerated. The only true Acai I have found is a brand called Sambazon. They are also the leading provider of Acai in the nation and you don't pay these ridiculous prices either.",1.0,1.0
155,I broke a tooth eating the cereal.  It's not just a feeling that it could happen. I'm not happy right now.,1.0,1.0
156,"$333.00 worth of caviar rotted on my mother's doorstep. Why because she was out of town when it was delivered, no pre-notifiction, no signiture, nothing, Thanks alot, REAL NICE BIRTHDAY PRESENT. What else can I say??<br />  THANKS FOR NOTHING",1.0,5.0
157,"The description stated this was ""assorted flavored coffees.""  Included in the package was a large number of teas and hot chocolate.  If I had wanted teas or hot chocolate, I would have ordered them.  I wanted 24 coffees, and what I got was 16 usable coffees and 8 useless items that I did not order.  I was very disappointed.  The vendor would not respond to my feedback.",1.0,1.0
158,"My 13 week old Shepherd/Lab mix has a bit of a sensitive tummy and unfortunately these didn't agree with her. The first time I gave her one, it gave her loose stools, the second one she threw up.",1.0,2.0
159,It's didn't work like proper food coloring at all. It ruined my red velvet cake and it is also a very messy product.,1.0,1.0
160,"Bought it because it's on sale, but it turned out to be a super disappointment.<br /><br />Like the others said, it's not edible. What I feel is that it's can not be called salty. It's absolute salt!<br /><br />I have to wash it in hot water for 5 minutes and then eat it. What a mess!",1.0,2.0
161,"I tried the spray bottle version which was supposed to work on squirrels and chipmunks. I was having problems in my garden and thought I'd give it a try. I followed the directions and it had absolutely no effect. Hell, I think they like the stuff! Save your money....a bad deal!",1.0,1.0
162,I'm not disappointed in the product.  I love cadbury's chocolates.  I was disappointed in the size of the product.  I received this product from England and it was 4 times as big. The one received was neither worth the price or shipment cost. My fault should have checked the size.,1.0,2.0
