,productId,score,text
17269,B000GPXRRW,5.0,"Vanilla caramel flavored Coffee-mate makes for an excellent milk or cream substitute for people who want a cup of coffee, cocoa or even tea when they don't have access to a refrigerator to keep milk or cream on hand. Coffee-mate therefore comes in very handy in many workplaces, naturally, but it adds so much extra flavor to your beverage that you just might wind up using this instead of milk or cream even if you do have access to a refrigerator with milk or cream in it!<br /><br />Coffee-mate is easy enough to use--just add three or four teaspoons full of it into your cup of coffee, tea or whatever beverage you want to sweeten with this wonderful vanilla caramel taste.<br /><br />I would use vanilla caramel Coffee-mate by the expiration date on the bottom of the plastic container; and the container gives you simple instructions for turning this powdery substance into liquid just in case you want to do that.<br /><br />The nutrition label claims it contains no trans-fats but I notice that it contains partially hydrogenated oils. This may indicate that the trans-fats in Coffee-mate are present but very negligible.<br /><br />Have further questions? Just give them a call or surf on over to their website. They provide you with the website address and a toll free number if you have more questions about vanilla caramel flavored Coffee-mate.<br /><br />Overall, vanilla caramel flavored Coffee-mate provides an excellent, sweet tasting substitute for milk, cream and anything else that contains lactose. You may want to use it to sweeten your coffee, tea or cocoa even if you have access to fresh refrigerated milk that you can use. It's THAT good.<br /><br />Enjoy!!!"
127362,B005VOONKI,1.0,"If you like dark, bold and strong coffee, you will not like Marley Coffee & Tea One Love Organic Coffee.  The product is packaged in convenient one cup serving packets, but it's very weak and almost tasteless.  It took at least two packets to make one half way decent cup of coffee.  Therefore, unless you like watery coffee, I would not recommend that you purchase this product."
161557,B000G7YRRO,3.0,"Good at first, but you'll get tired quickly of these so don't buy a bunch."
82830,B007TGDXNO,4.0,"I read the reviews and thought to give these a try. They arrived in a timely manner (prime membership). The coffee has a great taste. I use a large mug and make 2 regular cups of coffee out of one pod, add my sweetner, and am a happy camper. This may weaken the flavor a bit but I need alot of coffee in the morning and this hits the spot. Try it - the price is a great deal better than buying 18 pods for $12 - 17 a pop."
157143,B002TMV3GC,3.0,"I received one 11 oz bag of Melitta coffee from the Vine program. I had requested Hazelnut Creme Brulee and that is what the shipping tag indicated. However, the coffee bag shows it to be Blanc et Noir so that is what I am reviewing. I am a morning coffee drinker and usually have one or two mugs. This blend of light and dark roasts is a fairly average coffee blend. It is somewhat heavier and darker than what I am used to having. I find it to be slightly more bitter than what I prefer. The aroma is somewhat pleasing. For a fairly inexpensive coffee it is a somewhat interesting change from my usual brand which is Gevalia. I would not use this on a regular basis but for a change of pace it offers an acceptable different experience."
18059,B008ZRKZSM,5.0,"Not only is this a convenient, less messy way for me to incorporate peanut butter in my diet...it's absolutely delicious. I use it yogurt parfaits, on fruit, in smoothies.<br /><br />And I love that it's lower in fat and sugar than traditional peanut butter. So glad I found this, don't think I'll ever go back to the other stuff."
136479,B006Q820X0,1.0,"This brand of K-cups are horrible. I have a problem with grounds coming out of the top while brewing and clogging my Kuerig coffee maker. It is a pain getting all of the grounds out of the brewing area. I have only used 6 of the k-cups and 4 out of the 6 have been defective. I would not recommend them at all. The coffee itself tasted good with the 2 that I actually had work, but it is not worth the hassle of cleaning up a mess trying to use them. I have requested a refund from amazon and hoping I hear back from them within the next day.<br /><br />-----UPDATE-----<br /><br />Brooklyn Bean Roastery has a great customer service department!! They sent me a replacement box of an assortment of their different k-cups and I am pleased to say I am very happy. I have tried many different ones in the box and they have all worked great and taste good also. There were no decafs in the box, so I can not comment of how they are working now. Although, I have heard the exploding problem has been taken care of. So, I would recommend this company now. Also, Amazon's customer service is great too. They refunded my money for the bad box of decaf."
77200,B0017ATFRQ,4.0,"Upon searching for a dog treat for our labrador puppy who has food allergies, I came upon these Natural Balance Sweet Potato & Venison treat biscuits. We were already using the same brand of dog food with great success, so when we found out that there were treats with similar make-up & limited ingredients, we gave them a try & they have worked perfectly as a treat alternative to the normal food kibble in between meals & for training. They are just a little bit on the expensive side, but there are very limited options in treats for dogs with food allergies, & these are the best. Just get enough volume to take advantage of free shipping."
133476,B0007WGV54,1.0,"Beware.  These are NOT the original Neccos!  Neccos went ""all natural"" in 2009.  Lime could not make the transition, so now there are 7 flavors instead of 8.  And the remaining 7 do not look like or taste like the original Neccos. They're faded in color, and I can barely discern white from purple from yellow from orange.  The flavors are just ""off"".  Not sure why they felt they needed to go ""all natural"".  I mean it is candy after all.  And the main ingredient is still sugar.  If you remember and loved Neccos, I urge you to contact them at necco.com and let them know how you feel.  Beet powder and purple cabbage in candy.  Who ever heard of such a thing?"
127969,B00474JDQM,1.0,"I love chickpeas, but these are the most disgusting thing I have ever tasted.  They are not crunchy at all and taste like paste.  I was so excited to try them, but regret it."
168549,B0001ES9F8,3.0,the Medium Roast is a little weak for me.  I am not using dark roast.  Good coffee.
123980,B003V8SQM2,1.0,I cannot eat popcorn. I was looking for a suitable substitute. I thought these might do the trick after reading the reviews. Had to throw them away. Other people may like them but for me they taste pretty much like stale cardboard. Worst snack I have ever tasted.
